Gene Symbol,Gene stable ID,Cardiomyocytes-specific ennhancer (GFP+ only),X30kGFPpos1,X30kGFPpos2,X30kGFPpos3,X500kGFPneg4,X500kGFPneg5,X500kGFPneg6,ucsc_url
mmp14a,ENSDARG00000002235,chr7:25285472-25286007 (+30982);,3682,0,316,657,723,755,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A24124289%2D24149670
mmp24,ENSDARG00000018896,chr6:52455281-52455576 (-76005);,9049,0,7,412,500,595,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A52362395%2D52428826
mmrn2a,ENSDARG00000076135,chr13:22768866-22769232 (+17317);,19433,0,387,590,918,1092,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr13%3A22619684%2D22646134
mnat1,ENSDARG00000002077,chr13:31898827-31899312 (+27167);,19658,0,0,68,74,111,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr13%3A31648271%2D31681951
mogs,ENSDARG00000060252,chr1:42161397-42161692 (+169349);,11594,0,0,106,203,235,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A41609254%2D41620873
morc3a,ENSDARG00000056679,chr9:31687806-31688125 (-78174); chr9:31668641-31668979 (-59018),39,0,138,550,573,647,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A30558508%2D30576522
morc3b,ENSDARG00000043271,chr1:47703749-47704135 (+28306); chr1:47862856-47863151 (+187368),0,0,0,0,3,14,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A47178529%2D47202163
morf4l1,ENSDARG00000041155,chr18:19836268-19836563 (+21720); chr18:19841127-19841422 (+26579),2,0,52,511,536,723,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A20034023%2D20045307
morn2,ENSDARG00000071360,chr17:24508592-24508978 (+3990);,17506,0,11,65,43,80,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A24681280%2D24684687
mov10b.2,ENSDARG00000056065,chr8:28421017-28422668 (+87865); chr8:28417099-28417394 (+92461),14,0,13,17,36,42,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A27630692%2D27656765
moxd1,ENSDARG00000031136,chr20:25027552-25027847 (-227185); chr20:25038907-25039242 (-215810); chr20:25225150-25226577 (-29021); chr20:25230726-25232240 (-23402); chr20:25284878-25285173 (+30141); chr20:25324484-25324825 (+69770),0,0,22,80,90,103,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A25225112%2D25271878
mpnd,ENSDARG00000061989,chr8:19334446-19334742 (-21283); chr8:19356172-19356545 (+482),17,0,42,224,253,306,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A18830759%2D18840694
mppe1,ENSDARG00000045416,chr24:9030043-9031668 (-228602);,28583,0,12,240,272,298,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A8979452%2D9002100
mpped2,ENSDARG00000034443,chr25:14814077-14814463 (-141283); chr25:14988234-14988737 (+32933),50,0,27,256,290,391,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A14694876%2D14739282
mrm1,ENSDARG00000059658,chr5:57556763-57557074 (+27664);,5962,0,0,23,5,7,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A56119975%2D56125769
mrpl12,ENSDARG00000038768,chr3:47695931-47696226 (-2907); chr3:47897869-47898164 (+199031),28,0,12,317,238,250,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr3%3A50054187%2D50066528
mrpl13,ENSDARG00000056903,chr16:17537516-17538663 (-145558); chr16:17476795-17477261 (-84496),0,0,6,151,184,194,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A15052513%2D15097513
mrpl17,ENSDARG00000075677,chr16:28388824-28389293 (+127726); chr16:28400005-28400394 (+138867),16,0,23,180,262,174,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A26020886%2D26022068
mrpl23,ENSDARG00000045696,chr25:24499920-24500386 (-696); chr25:24542478-24542773 (+41777); chr25:24543999-24544322 (+43312); chr25:24665535-24665959 (+164898); chr25:24722636-24722950 (+221944); chr25:24737673-24738039 (+237007),1,0,27,393,254,325,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A23777469%2D23815949
mrpl35,ENSDARG00000070589,chr17:43519833-43520129 (+42319);,17840,0,4,141,151,128,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A43512876%2D43517542
mrpl37,ENSDARG00000062916,chr2:10804565-10804860 (+99369);,9509,0,4,148,236,273,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A10914023%2D10931770
mrpl38,ENSDARG00000039667,chr12:46198875-46199170 (+226371);,21804,0,16,179,253,271,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A45238292%2D45257211
mrps18a,ENSDARG00000024465,chr4:5493272-5493742 (-22438);,188,0,3,63,53,37,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A5642696%2D5645166
mrps7,ENSDARG00000101622,chr24:15792632-15792983 (-954997); chr24:16006117-16006466 (-741513); chr24:16063202-16063670 (-684369),1,0,26,118,191,248,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr3%3A11072958%2D11075476
ms4a17a.4,ENSDARG00000014024,chr4:61027143-61027517 (+229927);,3039,0,0,29,35,4,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A76752707%2D76762432
msh6,ENSDARG00000104541,chr13:49710496-49710840 (-308071);,19954,0,165,880,1016,1062,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr13%3A48358467%2D48381055
msi2a,ENSDARG00000033901,chr10:38830809-38831104 (-2504); chr10:39376905-39377200 (+543592); chr10:39452158-39452791 (+619014); chr10:39456658-39457645 (+623691),42,0,46,195,204,208,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A37500234%2D37784024
msna,ENSDARG00000058128,chr5:23924722-23925070 (+8193); chr5:23949387-23949696 (+32839),690,0,1485,3956,4701,5363,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A22133153%2D22174037
msrb3,ENSDARG00000045658,chr4:11965352-11966070 (+12962); chr4:11960243-11961275 (+17914); chr4:11945889-11946207 (+32625),7,0,17,120,79,75,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A12890668%2D12914307
mta3,ENSDARG00000054903,chr12:26797600-26797895 (+46255); chr12:26887315-26887807 (+136068); chr12:26905381-26905678 (+154037),26,0,96,1111,1489,1487,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A25223799%2D25284510
mtap,ENSDARG00000037261,chr1:25227384-25227682 (+233921);,11328,0,47,166,208,236,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A26110985%2D26127944
mthfsd,ENSDARG00000062042,chr18:30794854-30795428 (-27349); chr18:30904298-30904598 (+81958),0,0,0,2,5,11,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A30878196%2D30952282
mtif2,ENSDARG00000063213,chr6:6314147-6314453 (-102026);,8024,0,6,86,100,120,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A6275401%2D6295513
mtmr1a,ENSDARG00000056690,chr7:26903571-26903867 (-80560);,3737,0,11,211,189,182,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A25858380%2D25878560
mtmr7b,ENSDARG00000070412,chr1:15262459-15262877 (-12989);,11135,0,10,263,314,295,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A16484211%2D16507812
mtmr9,ENSDARG00000015860,chr20:19048379-19048695 (+29034);,14900,0,3,56,64,88,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A18943406%2D18983769
mtnr1aa,ENSDARG00000037545,chr1:17174398-17175006 (-95929); chr1:17112713-17113040 (-34104); chr1:16968603-16968898 (+110022); chr1:16964348-16965469 (+113864); chr1:16917935-16919270 (+160170); chr1:16894880-16895175 (+183745); chr1:16875846-16876317 (+202691); chr1:16861035-16861454 (+217528),0,0,0,20,18,14,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A18251335%2D18336878
mtor,ENSDARG00000053196,chr8:48460551-48460847 (+15053);,16807,0,155,1109,1305,1458,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A46077609%2D46321918
mtpn,ENSDARG00000104018,chr4:936385-936747 (-3463);,49,0,306,2442,2485,2951,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A1054708%2D1068155
mtr,ENSDARG00000104906,chr12:48253423-48253718 (+61423);,21849,0,13,120,123,110,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A47081783%2D47115440
mtus1a,ENSDARG00000071562,chr14:31207004-31207300 (+8956);,18621,0,42,61,86,123,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A30285613%2D30357641
mtx3,ENSDARG00000090195,chr5:53826315-53826641 (-62497); chr5:53823767-53824063 (-59934),1,0,4,61,65,33,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A51885121%2D51903243
musk,ENSDARG00000098764,chr10:13082099-13082394 (+60529); chr10:12602582-12602910 (+540030),7,0,8,33,39,44,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A13080092%2D13179077
mxb,ENSDARG00000004953,chr1:7154787-7155082 (+321599);,10913,0,2,6,3,2,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A7574351%2D7603734
mxd3,ENSDARG00000098350,chr14:19988557-19988970 (+23499);,18418,0,1,245,336,342,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A16068318%2D16082806
mxi1,ENSDARG00000040884,chr22:33120073-33120453 (+100014); chr22:33130464-33130822 (+110394),55,0,255,3591,3937,5168,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A30330574%2D30361078
mxra8a,ENSDARG00000062222,chr11:25444727-25445091 (-52572);,27997,0,50,144,94,129,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr11%3A24429923%2D24458786
mxra8b,ENSDARG00000062129,chr23:30229048-30230382 (+102177);,24811,0,173,124,168,285,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A29889089%2D29906163
mxtx2,ENSDARG00000015906,chr12:30723208-30723503 (-61084);,21570,0,0,4,2,17,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A29236274%2D29237815
mybbp1a,ENSDARG00000078214,chr5:9006280-9006576 (+38455);,4755,0,129,1674,2051,2379,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A8712798%2D8765428
myca,ENSDARG00000045695,chr24:10268900-10269215 (+54820); chr24:10578693-10578988 (+364603),65,0,61,1300,1355,1415,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A10413484%2D10416284
mycb,ENSDARG00000007241,chr2:31767117-31767846 (+33326); chr2:31801552-31801855 (+67548); chr2:31927270-31927612 (+193285),104,0,290,1142,1325,1553,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A32016256%2D32018371
mycbp2,ENSDARG00000001220,chr9:17713131-17713503 (+89231); chr9:17575807-17576102 (+226593),100,0,452,4428,4480,5204,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A17045875%2D17286330
myef2,ENSDARG00000059398,chr18:4688963-4689252 (-9820);,20116,0,89,2608,2564,2995,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A5233354%2D5248404
myf5,ENSDARG00000007277,chr4:20760959-20761439 (+84281);,628,0,0,42,39,46,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A21741228%2D21745107
myh10,ENSDARG00000000103,chr6:7542797-7543092 (+70516); chr6:7560664-7561042 (+88424),434,0,2458,6338,7522,8435,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A7553085%2D7658285
myh11a,ENSDARG00000009782,chr6:9207663-9207994 (-7516); chr6:9232158-9232534 (+17001),61,0,233,257,248,217,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A8499865%2D8580858
myh6,ENSDARG00000090637,chr20:53902402-53902697 (-24752);,15739,0,1560,102,121,168,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A53577502%2D53583436
myh9a,ENSDARG00000063295,chr6:7768952-7769448 (-75649);,8072,0,109,3022,2048,3440,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A7735806%2D7776612
myhz1.1,ENSDARG00000067990,chr5:33940152-33940449 (+6248);,5322,0,851,10854,5205,12850,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A32298624%2D32309129
myhz1.2,ENSDARG00000067995,chr5:33940152-33940449 (-10925); chr5:33923273-33923639 (+5920),110,0,224,2918,1469,3718,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A32281815%2D32293002
myl1,ENSDARG00000014196,chr9:40861529-40861831 (-804071); chr9:40844869-40845164 (-787408); chr9:40835279-40835684 (-777873); chr9:40832135-40832606 (-774762); chr9:40818773-40819370 (-761463); chr9:40727770-40728148 (-670350); chr9:40715382-40717156 (-658660); chr9:40682258-40682573 (-624807); chr9:40656112-40656433 (-598664); chr9:40509079-40509619 (-451740); chr9:39775851-39776146 (+281610),238,0,86,1498,948,1896,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A38994232%2D39005317
myl10,ENSDARG00000062592,chr10:33882768-33883515 (-243511); chr10:33917608-33917995 (-208851); chr10:34046351-34046648 (-80153),2,0,38,199,74,85,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A33171501%2D33179988
myl12.1,ENSDARG00000099766,chr7:74457724-74458019 (+30132);,4536,0,620,3107,3336,4619,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A71764665%2D71772711
myl2,ENSDARG00000104722,chr8:4446457-4447813 (-96180);,31418,0,7,6,3,6,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A1589458%2D1611199
myl7,ENSDARG00000019096,chr8:42661620-42662128 (-3471);,16712,0,438,1,4,5,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A40457107%2D40464935
mylipa,ENSDARG00000008859,chr19:26855208-26855531 (+28968);,22590,0,101,268,275,339,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A26340736%2D26378655
mylk3,ENSDARG00000076348,chr7:44581222-44581723 (+6662); chr7:44565258-44565553 (+22729),6,0,34,40,58,76,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A41821311%2D41858513
myo16,ENSDARG00000078582,chr9:8009260-8009690 (+82665); chr9:8077139-8077522 (+150521),17,0,75,1071,1235,1285,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A7909490%2D8133535
myo1e,ENSDARG00000036179,chr7:31977943-31978271 (+81100);,3881,0,98,581,644,829,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A30632229%2D30722952
myo3a,ENSDARG00000010186,chr24:6416614-6416911 (-73051); chr24:6374813-6375110 (-31250),2,0,4,211,251,233,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A6161037%2D6260333
myo6b,ENSDARG00000042141,chr17:36924677-36924975 (+60868);,17747,0,7,156,143,102,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A36687094%2D36842267
myo9b,ENSDARG00000078313,chr2:37486970-37487280 (-22458);,29506,0,269,715,840,1063,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A5331675%2D5428243
myoz2a,ENSDARG00000012311,chr7:72542268-72542563 (+14863);,4511,0,1,19,6,28,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A69829442%2D69857692
myoz2b,ENSDARG00000037266,chr1:24903962-24904258 (-110058);,11319,0,9,15,16,14,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A25917591%2D25936679
mysm1,ENSDARG00000034693,chr20:9067812-9068107 (+230773);,14742,0,31,289,363,395,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A9093366%2D9123296
naa10,ENSDARG00000071060,chr23:14035874-14036384 (-83735); chr23:13784698-13784993 (+167548); chr23:13763530-13763825 (+188716); chr23:13560799-13561100 (+391444); chr23:13267046-13267493 (+685124),9,0,46,437,484,514,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A13832347%2D13840433
naa20,ENSDARG00000039493,chr20:49993339-49993694 (-570970);,15648,0,0,60,62,86,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A49105429%2D49117438
nab1a,ENSDARG00000042940,chr22:13056384-13056708 (-26332);,29809,0,75,59,70,136,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A12870275%2D12890921
nadkb,ENSDARG00000060362,chr2:36967253-36967548 (+35040);,10285,0,36,317,290,475,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A37267241%2D37281748
nalcn,ENSDARG00000001835,chr9:32744822-32745257 (+35374); chr9:32707669-32707964 (+72597),18,0,10,453,451,503,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A31589425%2D31747106
nasp,ENSDARG00000039208,chr6:33520146-33520441 (+94071); chr6:33429513-33430094 (+184561),18,0,89,1152,1446,1592,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A33911154%2D33916788
nav3,ENSDARG00000005476,chr4:19592423-19592733 (-156109);,620,0,201,1234,1420,1606,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A20812900%2D20987564
nbas,ENSDARG00000008593,chr20:32925609-32925948 (+288001); chr20:32892869-32893318 (+320686),14,0,111,775,812,830,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A32838467%2D33174899
ncalda,ENSDARG00000070688,chr16:11519543-11520009 (-28148);,13461,0,59,980,1097,1223,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A9833256%2D9897769
ncaldb,ENSDARG00000011334,chr19:12870203-12870498 (+74131);,22301,0,5,41,82,73,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A12297100%2D12324514
ncam1a,ENSDARG00000056181,chr21:23140416-23140711 (-115927); chr21:23114223-23114652 (-89801); chr21:22832753-22833048 (+191736); chr21:22593460-22593770 (+431022),137,0,477,14197,15795,17376,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A23338059%2D23746947
ncam2,ENSDARG00000017466,chr9:36504948-36505342 (+105089); chr9:36134851-36135172 (+475222); chr9:36129901-36130880 (+479843); chr9:36053620-36053916 (+556466); chr9:36049387-36049782 (+560649),13,0,9,153,178,165,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A35170335%2D35557397
ncapd3,ENSDARG00000034773,chr1:20282535-20282965 (+62942);,11238,0,11,345,397,389,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A21540453%2D21563040
ncapg,ENSDARG00000070109,chr1:22309169-22310665 (-24645); chr1:22359694-22359997 (+25284),41,0,42,1777,2089,1888,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A23559478%2D23573230
ncapg2,ENSDARG00000060023,chr7:41519277-41519688 (-78653); chr7:41559329-41559795 (-38574); chr7:41562871-41563286 (-35057),1,0,42,432,402,467,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A40205394%2D40227602
ncaph,ENSDARG00000061468,chr5:29876160-29876519 (-27863);,5193,0,7,786,664,977,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A28259655%2D28270945
nck2a,ENSDARG00000018206,chr9:6596341-6596636 (-53419); chr9:6562855-6563150 (-19933); chr9:6513323-6513720 (+29548),9,0,29,434,417,595,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A6393368%2D6502491
nck2b,ENSDARG00000043361,chr6:15055344-15055760 (+10601);,8256,0,32,494,513,506,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A15145123%2D15246534
ncoa2,ENSDARG00000017929,chr24:14263998-14264293 (+119811); chr24:14307371-14307741 (+163221),71,0,218,2198,2783,3061,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A14240196%2D14445137
ncoa3,ENSDARG00000077404,chr11:19076110-19076424 (-9548);,27912,0,59,1104,1042,1407,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr11%3A18612166%2D18699569
ncor1,ENSDARG00000035285,chr5:43586674-43587069 (+28221);,5578,0,721,5381,5568,6483,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A41878252%2D41996414
ncor2,ENSDARG00000000966,chr8:45620629-45620954 (-55816); chr8:45561268-45561583 (+3550),115,0,781,3975,4594,5004,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A43379436%2D43574935
ncs1a,ENSDARG00000055229,chr5:34100355-34100658 (-38490);,5320,0,129,73,83,82,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A32402026%2D32445835
ncs1b,ENSDARG00000054186,chr8:33484983-33485301 (+120940); chr8:33530759-33531129 (+166742),0,0,0,2,18,2,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A32516160%2D32599858
nde1,ENSDARG00000103902,chr3:36515110-36515431 (+4217);,7423,0,53,388,425,444,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr3%3A36671585%2D36684388
ndnl2,ENSDARG00000058212,chr23:13784698-13784993 (-766632); chr23:13763530-13763825 (-745464); chr23:13560799-13561100 (-542736); chr23:13267046-13267493 (-249056),2,0,42,350,374,397,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A12897878%2D12913131
ndr1,ENSDARG00000057096,chr21:19820823-19821204 (-17780);,25651,0,2,79,43,62,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A21010786%2D21013085
ndrg3b,ENSDARG00000010052,chr23:14995479-14995847 (+53428);,24423,0,15,263,271,249,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A14829468%2D14990921
ndufa10,ENSDARG00000013333,chr9:24731791-24732130 (+48615);,12673,0,6,184,291,203,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A23740506%2D23747409
ndufs5,ENSDARG00000006290,chr19:36908354-36908650 (+1402);,22776,0,41,279,261,159,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A35357196%2D35361556
neb,ENSDARG00000032630,chr9:23948292-23948825 (-30143);,12648,0,618,6553,3981,7619,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A22805138%2D22892838
nedd4l,ENSDARG00000060006,chr21:9632467-9632762 (-42691);,25452,0,146,1343,1562,1670,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A10890258%2D11054876
nedd8,ENSDARG00000007989,chr7:25436822-25437142 (+64857); chr7:25458812-25460418 (+87490),0,0,38,81,117,202,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A24205034%2D24207788
nek6,ENSDARG00000037963,chr21:7897099-7897451 (-121); chr21:7853113-7853562 (+43816),2,0,15,141,132,139,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A8357602%2D8370500
nek7,ENSDARG00000056966,chr22:24970070-24970500 (-15125);,30065,0,57,341,270,281,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A23105059%2D23228669
